kode_prov;nama_prov;kode_kab;nama_kab;kode_kec;nama_kec;kode_desa;nama_desa
51;BALI;5103;KAB. BADUNG;510303;Abiansemal;5103032008;Abiansemal
51;BALI;5103;KAB. BADUNG;510303;Abiansemal;5103032016;Abiansemal Dauh Yeh Cani
51;BALI;5103;KAB. BADUNG;510303;Abiansemal;5103032005;Angantaka
51;BALI;5103;KAB. BADUNG;510303;Abiansemal;5103032012;Ayunan
51;BALI;5103;KAB. BADUNG;510303;Abiansemal;5103032011;Blahkiuh
51;BALI;5103;KAB. BADUNG;510303;Abiansemal;5103032009;Bongkasa
51;BALI;5103;KAB. BADUNG;510303;Abiansemal;5103032018;Bongkasa Pertiwi
51;BALI;5103;KAB. BADUNG;510303;Abiansemal;5103032001;Darmasaba
51;BALI;5103;KAB. BADUNG;510303;Abiansemal;5103032004;Jagapati
51;BALI;5103;KAB. BADUNG;510303;Abiansemal;5103032007;Mambal
51;BALI;5103;KAB. BADUNG;510303;Abiansemal;5103032015;Mekar Bhuwana
51;BALI;5103;KAB. BADUNG;510303;Abiansemal;5103032014;Punggul
51;BALI;5103;KAB. BADUNG;510303;Abiansemal;5103032013;Sangeh
51;BALI;5103;KAB. BADUNG;510303;Abiansemal;5103032006;Sedang
51;BALI;5103;KAB. BADUNG;510303;Abiansemal;5103032017;Selat
51;BALI;5103;KAB. BADUNG;510303;Abiansemal;5103032003;Sibanggede
51;BALI;5103;KAB. BADUNG;510303;Abiansemal;5103032002;Sibangkaja
51;BALI;5103;KAB. BADUNG;510303;Abiansemal;5103032010;Taman
51;BALI;5103;KAB. BADUNG;510301;Kuta;5103011003;Kedonganan
51;BALI;5103;KAB. BADUNG;510301;Kuta;5103011002;Kuta
51;BALI;5103;KAB. BADUNG;510301;Kuta;5103011004;Legian
51;BALI;5103;KAB. BADUNG;510301;Kuta;5103011005;Seminyak
51;BALI;5103;KAB. BADUNG;510301;Kuta;5103011001;Tuban
51;BALI;5103;KAB. BADUNG;510305;Kuta Selatan;5103051004;Benoa
51;BALI;5103;KAB. BADUNG;510305;Kuta Selatan;5103051006;Jimbaran
51;BALI;5103;KAB. BADUNG;510305;Kuta Selatan;5103052003;Kutuh
51;BALI;5103;KAB. BADUNG;510305;Kuta Selatan;5103052001;Pecatu
51;BALI;5103;KAB. BADUNG;510305;Kuta Selatan;5103051005;Tanjung Benoa
51;BALI;5103;KAB. BADUNG;510305;Kuta Selatan;5103052002;Ungasan
51;BALI;5103;KAB. BADUNG;510306;Kuta Utara;5103062005;Canggu
51;BALI;5103;KAB. BADUNG;510306;Kuta Utara;5103062006;Dalung
51;BALI;5103;KAB. BADUNG;510306;Kuta Utara;5103061002;Kerobokan
51;BALI;5103;KAB. BADUNG;510306;Kuta Utara;5103061003;Kerobokan Kaja
51;BALI;5103;KAB. BADUNG;510306;Kuta Utara;5103061001;Kerobokan Kelod
51;BALI;5103;KAB. BADUNG;510306;Kuta Utara;5103062004;Tibubeneng
51;BALI;5103;KAB. BADUNG;510302;Mengwi;5103021014;Abianbase
51;BALI;5103;KAB. BADUNG;510302;Mengwi;5103022008;Baha
51;BALI;5103;KAB. BADUNG;510302;Mengwi;5103022002;Buduk
51;BALI;5103;KAB. BADUNG;510302;Mengwi;5103022017;Cemagi
51;BALI;5103;KAB. BADUNG;510302;Mengwi;5103022012;Gulingan
51;BALI;5103;KAB. BADUNG;510302;Mengwi;5103021004;Kapal
51;BALI;5103;KAB. BADUNG;510302;Mengwi;5103022010;Kekeran
51;BALI;5103;KAB. BADUNG;510302;Mengwi;5103022020;Kuwun
51;BALI;5103;KAB. BADUNG;510302;Mengwi;5103021016;Lukluk
51;BALI;5103;KAB. BADUNG;510302;Mengwi;5103022009;Mengwi
51;BALI;5103;KAB. BADUNG;510302;Mengwi;5103022003;Mengwitani
51;BALI;5103;KAB. BADUNG;510302;Mengwi;5103022001;Munggu
51;BALI;5103;KAB. BADUNG;510302;Mengwi;5103022006;Penarungan
51;BALI;5103;KAB. BADUNG;510302;Mengwi;5103022018;Pererenan
51;BALI;5103;KAB. BADUNG;510302;Mengwi;5103021015;Sading
51;BALI;5103;KAB. BADUNG;510302;Mengwi;5103022007;Sembung
51;BALI;5103;KAB. BADUNG;510302;Mengwi;5103021005;Sempidi
51;BALI;5103;KAB. BADUNG;510302;Mengwi;5103022011;Sobangan
51;BALI;5103;KAB. BADUNG;510302;Mengwi;5103022019;Tumbakbayuh
51;BALI;5103;KAB. BADUNG;510302;Mengwi;5103022013;Werdi Bhuwana
51;BALI;5103;KAB. BADUNG;510304;Petang;5103042003;Belok/Sidan
51;BALI;5103;KAB. BADUNG;510304;Petang;5103042001;Carangsari
51;BALI;5103;KAB. BADUNG;510304;Petang;5103042005;Getasan
51;BALI;5103;KAB. BADUNG;510304;Petang;5103042006;Pangsan
51;BALI;5103;KAB. BADUNG;510304;Petang;5103042004;Pelaga
51;BALI;5103;KAB. BADUNG;510304;Petang;5103042002;Petang
51;BALI;5103;KAB. BADUNG;510304;Petang;5103042007;Sulangai
51;BALI;5106;KAB. BANGLI;510602;Bangli;5106021003;Bebalang
51;BALI;5106;KAB. BANGLI;510602;Bangli;5106022001;Bunutin
51;BALI;5106;KAB. BANGLI;510602;Bangli;5106021005;Cempaga
51;BALI;5106;KAB. BANGLI;510602;Bangli;5106021004;Kawan
51;BALI;5106;KAB. BANGLI;510602;Bangli;5106022007;Kayubihi
51;BALI;5106;KAB. BANGLI;510602;Bangli;5106021006;Kubu
51;BALI;5106;KAB. BANGLI;510602;Bangli;5106022009;Landih
51;BALI;5106;KAB. BANGLI;510602;Bangli;5106022008;Pengotan
51;BALI;5106;KAB. BANGLI;510602;Bangli;5106022002;Tamanbali
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042020;Abangsongan
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042013;Abuan
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042032;Awan
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042042;Bantang
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042012;Banua
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042022;Batudinding
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042035;Batukaang
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042026;Batur Selatan
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042027;Batur Tengah
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042028;Batur Utara
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042008;Bayung Cerik
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042016;Bayung Gede
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042010;Belancan
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042048;Belandingan
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042034;Belanga
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042036;Belantih
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042002;Binyan
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042014;Bonyoh
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042019;Buahan
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042004;Bunutin
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042037;Catur
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042031;Daup
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042041;Dausa
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042033;Gunungbau
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042011;Katung
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042018;Kedisan
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042029;Kintamani
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042044;Kutuh
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042005;Langgahan
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042006;Lembean
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042009;Mangguh
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042007;Manikliyu
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042001;Mengani
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042038;Pengejaran
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042047;Pinggan
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042040;Satra
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042015;Sekaan
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042017;Sekardadi
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042039;Selulung
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042030;Serai
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042046;Siakin
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042024;Songan A
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042025;Songan B
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042045;Subaya
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042043;Sukawana
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042021;Suter
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042023;Terunyan
51;BALI;5106;KAB. BANGLI;510604;Kintamani;5106042003;Ulian
51;BALI;5106;KAB. BANGLI;510601;Susut;5106012003;Abuan
51;BALI;5106;KAB. BANGLI;510601;Susut;5106012001;Apuan
51;BALI;5106;KAB. BANGLI;510601;Susut;5106012002;Demulih
51;BALI;5106;KAB. BANGLI;510601;Susut;5106012009;Pengiangan
51;BALI;5106;KAB. BANGLI;510601;Susut;5106012006;Penglumbaran
51;BALI;5106;KAB. BANGLI;510601;Susut;5106012008;Selat
51;BALI;5106;KAB. BANGLI;510601;Susut;5106012005;Sulahan
51;BALI;5106;KAB. BANGLI;510601;Susut;5106012004;Susut
51;BALI;5106;KAB. BANGLI;510601;Susut;5106012007;Tiga
51;BALI;5106;KAB. BANGLI;510603;Tembuku;5106032005;Bangbang
51;BALI;5106;KAB. BANGLI;510603;Tembuku;5106032001;Jehem
51;BALI;5106;KAB. BANGLI;510603;Tembuku;5106032006;Peninjoan
51;BALI;5106;KAB. BANGLI;510603;Tembuku;5106032002;Tembuku
51;BALI;5106;KAB. BANGLI;510603;Tembuku;5106032004;Undisan
51;BALI;5106;KAB. BANGLI;510603;Tembuku;5106032003;Yangapi
51;BALI;5108;KAB. BULELENG;510804;Banjar;5108042013;Banjar
51;BALI;5108;KAB. BULELENG;510804;Banjar;5108042012;Banjar Tegeha
51;BALI;5108;KAB. BULELENG;510804;Banjar;5108042004;Banyuatis
51;BALI;5108;KAB. BULELENG;510804;Banjar;5108042001;Banyuseri
51;BALI;5108;KAB. BULELENG;510804;Banjar;5108042009;Cempaga
51;BALI;5108;KAB. BULELENG;510804;Banjar;5108042014;Dencarik
51;BALI;5108;KAB. BULELENG;510804;Banjar;5108042005;Gesing
51;BALI;5108;KAB. BULELENG;510804;Banjar;5108042007;Gobleg
51;BALI;5108;KAB. BULELENG;510804;Banjar;5108042017;Kaliasem
51;BALI;5108;KAB. BULELENG;510804;Banjar;5108042003;Kayuputih
51;BALI;5108;KAB. BULELENG;510804;Banjar;5108042006;Munduk
51;BALI;5108;KAB. BULELENG;510804;Banjar;5108042008;Pedawa
51;BALI;5108;KAB. BULELENG;510804;Banjar;5108042010;Sidetapa
51;BALI;5108;KAB. BULELENG;510804;Banjar;5108042011;Tampekan
51;BALI;5108;KAB. BULELENG;510804;Banjar;5108042015;Temukus
51;BALI;5108;KAB. BULELENG;510804;Banjar;5108042016;Tigawasa
51;BALI;5108;KAB. BULELENG;510804;Banjar;5108042002;Tirtasari
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108062016;Alasangker
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108062002;Anturan
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108061022;Astina
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108062005;Baktiseraga
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108061027;Banjar Bali
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108061023;Banjar Jawa
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108061007;Banjar Tegal
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108061006;Banyuasri
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108061019;Banyuning
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108061012;Beratan
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108062018;Jinangdalem
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108062001;Kalibukbuk
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108061024;Kaliuntu
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108061025;Kampung Anyar
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108061029;Kampung Baru
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108061026;Kampung Bugis
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108061021;Kampung Kajanan
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108061010;Kampung Singaraja
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108061008;Kendran
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108061011;Liligundi
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108062014;Nagasepaha
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108061009;Paket Agung
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108062004;Pemaron
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108061020;Penarukan
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108062028;Penglatan
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108062015;Petandakan
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108062017;Poh Bergong
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108062013;Sarimekar
51;BALI;5108;KAB. BULELENG;510806;Buleleng;5108062003;Tukadmungga
51;BALI;5108;KAB. BULELENG;510803;Busungbiu;5108032013;Bengkel
51;BALI;5108;KAB. BULELENG;510803;Busungbiu;5108032003;Bongancina
51;BALI;5108;KAB. BULELENG;510803;Busungbiu;5108032011;Busungbiu
51;BALI;5108;KAB. BULELENG;510803;Busungbiu;5108032009;Kedis
51;BALI;5108;KAB. BULELENG;510803;Busungbiu;5108032010;Kekeran
51;BALI;5108;KAB. BULELENG;510803;Busungbiu;5108032012;Pelapuan
51;BALI;5108;KAB. BULELENG;510803;Busungbiu;5108032004;Pucaksari
51;BALI;5108;KAB. BULELENG;510803;Busungbiu;5108032001;Sepang
51;BALI;5108;KAB. BULELENG;510803;Busungbiu;5108032015;Sepang Kelod
51;BALI;5108;KAB. BULELENG;510803;Busungbiu;5108032007;Subuk
51;BALI;5108;KAB. BULELENG;510803;Busungbiu;5108032005;Telaga
51;BALI;5108;KAB. BULELENG;510803;Busungbiu;5108032008;Tinggarsari
51;BALI;5108;KAB. BULELENG;510803;Busungbiu;5108032002;Tista
51;BALI;5108;KAB. BULELENG;510803;Busungbiu;5108032006;Titab
51;BALI;5108;KAB. BULELENG;510803;Busungbiu;5108032014;Umejero
51;BALI;5108;KAB. BULELENG;510801;Gerokgak;5108012005;Banyupoh
51;BALI;5108;KAB. BULELENG;510801;Gerokgak;5108012013;Celukanbawang
51;BALI;5108;KAB. BULELENG;510801;Gerokgak;5108012009;Gerokgak
51;BALI;5108;KAB. BULELENG;510801;Gerokgak;5108012007;Musi
51;BALI;5108;KAB. BULELENG;510801;Gerokgak;5108012010;Patas
51;BALI;5108;KAB. BULELENG;510801;Gerokgak;5108012002;Pejarakan
51;BALI;5108;KAB. BULELENG;510801;Gerokgak;5108012004;Pemuteran
51;BALI;5108;KAB. BULELENG;510801;Gerokgak;5108012011;Pengulon
51;BALI;5108;KAB. BULELENG;510801;Gerokgak;5108012006;Penyambangan
51;BALI;5108;KAB. BULELENG;510801;Gerokgak;5108012008;Sanggalangit
51;BALI;5108;KAB. BULELENG;510801;Gerokgak;5108012003;Sumberkima
51;BALI;5108;KAB. BULELENG;510801;Gerokgak;5108012001;Sumberklampok
51;BALI;5108;KAB. BULELENG;510801;Gerokgak;5108012012;Tinga-tinga
51;BALI;5108;KAB. BULELENG;510801;Gerokgak;5108012014;Tukadsumaga
51;BALI;5108;KAB. BULELENG;510808;Kubutambahan;5108082010;Bengkala
51;BALI;5108;KAB. BULELENG;510808;Kubutambahan;5108082009;Bila
51;BALI;5108;KAB. BULELENG;510808;Kubutambahan;5108082003;Bontihing
51;BALI;5108;KAB. BULELENG;510808;Kubutambahan;5108082012;Bukti
51;BALI;5108;KAB. BULELENG;510808;Kubutambahan;5108082008;Bulian
51;BALI;5108;KAB. BULELENG;510808;Kubutambahan;5108082006;Depeha
51;BALI;5108;KAB. BULELENG;510808;Kubutambahan;5108082011;Kubutambahan
51;BALI;5108;KAB. BULELENG;510808;Kubutambahan;5108082013;Mengening
51;BALI;5108;KAB. BULELENG;510808;Kubutambahan;5108082002;Pakisan
51;BALI;5108;KAB. BULELENG;510808;Kubutambahan;5108082004;Tajun
51;BALI;5108;KAB. BULELENG;510808;Kubutambahan;5108082001;Tambakan
51;BALI;5108;KAB. BULELENG;510808;Kubutambahan;5108082007;Tamblang
51;BALI;5108;KAB. BULELENG;510808;Kubutambahan;5108082005;Tunjung
51;BALI;5108;KAB. BULELENG;510807;Sawan;5108072004;Bebetin
51;BALI;5108;KAB. BULELENG;510807;Sawan;5108072013;Bungkulan
51;BALI;5108;KAB. BULELENG;510807;Sawan;5108072002;Galungan
51;BALI;5108;KAB. BULELENG;510807;Sawan;5108072014;Giri Emas
51;BALI;5108;KAB. BULELENG;510807;Sawan;5108072009;Jagaraga
51;BALI;5108;KAB. BULELENG;510807;Sawan;5108072011;Kerobokan
51;BALI;5108;KAB. BULELENG;510807;Sawan;5108072001;Lemukih
51;BALI;5108;KAB. BULELENG;510807;Sawan;5108072007;Menyali
51;BALI;5108;KAB. BULELENG;510807;Sawan;5108072012;Sangsit
51;BALI;5108;KAB. BULELENG;510807;Sawan;5108072006;Sawan
51;BALI;5108;KAB. BULELENG;510807;Sawan;5108072003;Sekumpul
51;BALI;5108;KAB. BULELENG;510807;Sawan;5108072010;Sinabun
51;BALI;5108;KAB. BULELENG;510807;Sawan;5108072005;Sudaji
51;BALI;5108;KAB. BULELENG;510807;Sawan;5108072008;Suwug
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108022019;Banjarasem
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108022008;Bestala
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108022013;Bubunan
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108022006;Gunungsari
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108022010;Joanyar
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108022009;Kalianget
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108022020;Kalisada
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108022017;Lokapaksa
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108022005;Mayong
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108022007;Munduk Bestala
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108022018;Pangkungparuk
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108022014;Patemon
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108022016;Pengastulan
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108022004;Rangdu
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108022003;Ringdikit
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108021015;Seririt
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108022012;Sulanyah
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108022011;Tangguwisia
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108022002;Ularan
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108022021;Umeanyar
51;BALI;5108;KAB. BULELENG;510802;Seririt;5108022001;Unggahan
51;BALI;5108;KAB. BULELENG;510805;Sukasada;5108052003;Ambengan
51;BALI;5108;KAB. BULELENG;510805;Sukasada;5108052004;Gitgit
51;BALI;5108;KAB. BULELENG;510805;Sukasada;5108052015;Kayu Putih
51;BALI;5108;KAB. BULELENG;510805;Sukasada;5108052008;Padangbulia
51;BALI;5108;KAB. BULELENG;510805;Sukasada;5108052001;Pancasari
51;BALI;5108;KAB. BULELENG;510805;Sukasada;5108052011;Panji
51;BALI;5108;KAB. BULELENG;510805;Sukasada;5108052012;Panji Anom
51;BALI;5108;KAB. BULELENG;510805;Sukasada;5108052007;Pegadungan
51;BALI;5108;KAB. BULELENG;510805;Sukasada;5108052005;Pegayaman
51;BALI;5108;KAB. BULELENG;510805;Sukasada;5108052010;Sambangan
51;BALI;5108;KAB. BULELENG;510805;Sukasada;5108052014;Selat
51;BALI;5108;KAB. BULELENG;510805;Sukasada;5108052006;Silangjana
51;BALI;5108;KAB. BULELENG;510805;Sukasada;5108051009;Sukasada
51;BALI;5108;KAB. BULELENG;510805;Sukasada;5108052013;Tegallinggah
51;BALI;5108;KAB. BULELENG;510805;Sukasada;5108052002;Wanagiri
51;BALI;5108;KAB. BULELENG;510809;Tejakula;5108092005;Bondalem
51;BALI;5108;KAB. BULELENG;510809;Tejakula;5108092003;Julah
51;BALI;5108;KAB. BULELENG;510809;Tejakula;5108092007;Les
51;BALI;5108;KAB. BULELENG;510809;Tejakula;5108092004;Madenan
51;BALI;5108;KAB. BULELENG;510809;Tejakula;5108092002;Pacung
51;BALI;5108;KAB. BULELENG;510809;Tejakula;5108092008;Penuktukan
51;BALI;5108;KAB. BULELENG;510809;Tejakula;5108092009;Sambirenteng
51;BALI;5108;KAB. BULELENG;510809;Tejakula;5108092001;Sembiran
51;BALI;5108;KAB. BULELENG;510809;Tejakula;5108092006;Tejakula
51;BALI;5108;KAB. BULELENG;510809;Tejakula;5108092010;Tembok
51;BALI;5104;KAB. GIANYAR;510402;Blahbatuh;5104022007;Bedulu
51;BALI;5104;KAB. GIANYAR;510402;Blahbatuh;5104022004;Belega
51;BALI;5104;KAB. GIANYAR;510402;Blahbatuh;5104022005;Blahbatuh
51;BALI;5104;KAB. GIANYAR;510402;Blahbatuh;5104022009;Bona
51;BALI;5104;KAB. GIANYAR;510402;Blahbatuh;5104022006;Buruan
51;BALI;5104;KAB. GIANYAR;510402;Blahbatuh;5104022003;Keramas
51;BALI;5104;KAB. GIANYAR;510402;Blahbatuh;5104022008;Medahan
51;BALI;5104;KAB. GIANYAR;510402;Blahbatuh;5104022002;Pering
51;BALI;5104;KAB. GIANYAR;510402;Blahbatuh;5104022001;Saba
51;BALI;5104;KAB. GIANYAR;510403;Gianyar;5104031005;Abianbase
51;BALI;5104;KAB. GIANYAR;510403;Gianyar;5104032009;Bakbakan
51;BALI;5104;KAB. GIANYAR;510403;Gianyar;5104031008;Beng
51;BALI;5104;KAB. GIANYAR;510403;Gianyar;5104031007;Bitera
51;BALI;5104;KAB. GIANYAR;510403;Gianyar;5104031006;Gianyar
51;BALI;5104;KAB. GIANYAR;510403;Gianyar;5104032004;Lebih
51;BALI;5104;KAB. GIANYAR;510403;Gianyar;5104032012;Petak
51;BALI;5104;KAB. GIANYAR;510403;Gianyar;5104032014;Petak Kaja
51;BALI;5104;KAB. GIANYAR;510403;Gianyar;5104031003;Samplangan
51;BALI;5104;KAB. GIANYAR;510403;Gianyar;5104032013;Serongga
51;BALI;5104;KAB. GIANYAR;510403;Gianyar;5104032010;Siangan
51;BALI;5104;KAB. GIANYAR;510403;Gianyar;5104032002;Sidan
51;BALI;5104;KAB. GIANYAR;510403;Gianyar;5104032016;Sumita
51;BALI;5104;KAB. GIANYAR;510403;Gianyar;5104032011;Suwat
51;BALI;5104;KAB. GIANYAR;510403;Gianyar;5104032017;Tegal Tugu
51;BALI;5104;KAB. GIANYAR;510403;Gianyar;5104032015;Temesi
51;BALI;5104;KAB. GIANYAR;510403;Gianyar;5104032001;Tulikup
51;BALI;5104;KAB. GIANYAR;510407;Payangan;5104072009;Bresela
51;BALI;5104;KAB. GIANYAR;510407;Payangan;5104072005;Buahan
51;BALI;5104;KAB. GIANYAR;510407;Payangan;5104072008;Buahan Kaja
51;BALI;5104;KAB. GIANYAR;510407;Payangan;5104072003;Bukian
51;BALI;5104;KAB. GIANYAR;510407;Payangan;5104072002;Kelusa
51;BALI;5104;KAB. GIANYAR;510407;Payangan;5104072006;Kerta
51;BALI;5104;KAB. GIANYAR;510407;Payangan;5104072001;Melinggih
51;BALI;5104;KAB. GIANYAR;510407;Payangan;5104072007;Melinggih Kelod
51;BALI;5104;KAB. GIANYAR;510407;Payangan;5104072004;Puhu
51;BALI;5104;KAB. GIANYAR;510401;Sukawati;5104012007;Batuan
51;BALI;5104;KAB. GIANYAR;510401;Sukawati;5104012012;Batuan Kaler
51;BALI;5104;KAB. GIANYAR;510401;Sukawati;5104012001;Batubulan
51;BALI;5104;KAB. GIANYAR;510401;Sukawati;5104012009;Batubulan Kangin
51;BALI;5104;KAB. GIANYAR;510401;Sukawati;5104012005;Celuk
51;BALI;5104;KAB. GIANYAR;510401;Sukawati;5104012003;Guwang
51;BALI;5104;KAB. GIANYAR;510401;Sukawati;5104012008;Kemenuh
51;BALI;5104;KAB. GIANYAR;510401;Sukawati;5104012002;Ketewel
51;BALI;5104;KAB. GIANYAR;510401;Sukawati;5104012006;Singapadu
51;BALI;5104;KAB. GIANYAR;510401;Sukawati;5104012011;Singapadu Kaler
51;BALI;5104;KAB. GIANYAR;510401;Sukawati;5104012010;Singapadu Tengah
51;BALI;5104;KAB. GIANYAR;510401;Sukawati;5104012004;Sukawati
51;BALI;5104;KAB. GIANYAR;510404;Tampaksiring;5104042004;Manukaya
51;BALI;5104;KAB. GIANYAR;510404;Tampaksiring;5104042001;Pejeng
51;BALI;5104;KAB. GIANYAR;510404;Tampaksiring;5104042006;Pejeng Kaja
51;BALI;5104;KAB. GIANYAR;510404;Tampaksiring;5104042007;Pejeng Kangin
51;BALI;5104;KAB. GIANYAR;510404;Tampaksiring;5104042005;Pejeng Kawan
51;BALI;5104;KAB. GIANYAR;510404;Tampaksiring;5104042008;Pejeng Kelod
51;BALI;5104;KAB. GIANYAR;510404;Tampaksiring;5104042002;Sanding
51;BALI;5104;KAB. GIANYAR;510404;Tampaksiring;5104042003;Tampaksiring
51;BALI;5104;KAB. GIANYAR;510406;Tegallalang;5104062004;Kedisan
51;BALI;5104;KAB. GIANYAR;510406;Tegallalang;5104062001;Keliki
51;BALI;5104;KAB. GIANYAR;510406;Tegallalang;5104062003;Kenderan
51;BALI;5104;KAB. GIANYAR;510406;Tegallalang;5104062005;Pupuan
51;BALI;5104;KAB. GIANYAR;510406;Tegallalang;5104062006;Sebatu
51;BALI;5104;KAB. GIANYAR;510406;Tegallalang;5104062007;Taro
51;BALI;5104;KAB. GIANYAR;510406;Tegallalang;5104062002;Tegallalang
51;BALI;5104;KAB. GIANYAR;510405;Ubud;5104052004;Kedewatan
51;BALI;5104;KAB. GIANYAR;510405;Ubud;5104052001;Lodtunduh
51;BALI;5104;KAB. GIANYAR;510405;Ubud;5104052002;Mas
51;BALI;5104;KAB. GIANYAR;510405;Ubud;5104052006;Peliatan
51;BALI;5104;KAB. GIANYAR;510405;Ubud;5104052007;Petulu
51;BALI;5104;KAB. GIANYAR;510405;Ubud;5104052008;Sayan
51;BALI;5104;KAB. GIANYAR;510405;Ubud;5104052003;Singakerta
51;BALI;5104;KAB. GIANYAR;510405;Ubud;5104051005;Ubud
